id,first_name,last_name,birthdate,gender,department,jobtitle,location,hire_date,termdate,location_city,location_state
11-2774971,Jermaine,Smallthwaite,7/20/2000,Male,Accounting,Accountant I,Headquarters,6/20/2019,,Cleveland,Ohio
11-2788281,Corrianne,Crumley,08-09-96,Male,Human Resources,HR Manager,Headquarters,10-12-10,,Cleveland,Ohio
11-2883685,Filberto,Stoile,3/15/1976,Female,Research and Development,Structural Engineer,Headquarters,10/15/2018,,Cleveland,Ohio
11-2910410,Harriet,Gaze,12/29/1982,Male,Product Management,Quality Engineer,Headquarters,7/18/2007,2024-04-25 19:00:55 UTC,Cleveland,Ohio
11-2915151,Simone,Fortescue,11/25/1969,Female,Engineering,Data Visualization Specialist,Headquarters,1/31/2018,,Cleveland,Ohio
11-2998745,Lisha,Blaber,10/14/2000,Male,Training,Content Developer II,Headquarters,11-04-20,,Cleveland,Ohio
11-3002819,Dur,Blythe,11-03-67,Female,Support,Desktop Support Technician,Remote,11/29/2015,,Saginaw,Michigan
11-3040308,Clayborne,Francklyn,6/27/1990,Male,Engineering,Business Systems Development Analyst,Headquarters,4/18/2003,,Cleveland,Ohio
11-3089216,Yolane,Huebner,07-09-92,Male,Human Resources,Human Resources Analyst II,Remote,5/13/2016,,Milwaukee,Wisconsin
11-3144416,Fields,Dailey,05-07-85,Female,Sales,Customer Success Manager,Headquarters,12/19/2019,2040-01-13 12:02:49 UTC,Cleveland,Ohio
11-3149044,Isaac,Brettel,6/29/1988,Male,Engineering,Engineer II,Headquarters,4/25/2006,2009-03-25 03:56:27 UTC,Cleveland,Ohio
11-3182452,Fancie,Vieyra,01-07-68,Female,Services,Service Tech,Headquarters,10/27/2018,,Cleveland,Ohio
11-3246483,Vasilis,L' Estrange,02-03-88,Male,Sales,Solutions Engineer,Headquarters,6/17/2010,,Cleveland,Ohio
11-3253802,Garek,Sugar,12/28/1972,Female,Accounting,Accounting Assistant IV,Headquarters,01-08-03,2022-09-06 12:46:14 UTC,Cleveland,Ohio
11-3283233,Bevin,McGennis,7/21/1980,Female,Accounting,Cost Accountant,Remote,8/18/2003,,Pittsburgh,Pennsylvania
11-3304163,Jacques,Cole,10/16/1974,Female,Engineering,Senior Developer,Headquarters,4/22/2015,,Cleveland,Ohio
11-3312342,Theodora,Welman,11/23/1979,Female,Engineering,Software Engineer I,Headquarters,10/26/2001,,Cleveland,Ohio
11-3329442,Yorgo,Dinkin,12-12-82,Male,Engineering,Programmer Analyst II,Remote,01-04-13,,Rockford,Illinois
11-3349593,Marcella,Mattys,10-12-01,Female,Business Development,Research Assistant II,Headquarters,9/26/2018,,Cleveland,Ohio
11-3357493,Bartlet,Ferfulle,08-12-66,Female,Business Development,Research Assistant II,Remote,2/23/2013,,Cincinnati,Ohio
11-3397533,Caralie,Beaman,10/19/1996,Female,Engineering,Data Coordiator,Headquarters,09-04-18,2032-12-02 00:05:48 UTC,Cleveland,Ohio
11-3479230,Cherilynn,Dineges,09-02-79,Male,Product Management,Design Engineer,Headquarters,6/20/2011,2015-04-28 07:24:43 UTC,Cleveland,Ohio
11-3523808,Zackariah,Bengtson,11-10-94,Female,Engineering,Business Systems Development Analyst,Headquarters,8/28/2016,,Cleveland,Ohio
11-3563150,Ralf,Manwell,06-03-88,Female,Engineering,Senior Developer,Headquarters,10/27/2018,2021-03-23 15:18:37 UTC,Cleveland,Ohio
11-3599037,Derby,Le Marchant,1/18/1973,Male,Engineering,Developer I,Headquarters,5/21/2010,2021-11-11 14:55:58 UTC,Cleveland,Ohio
11-3614812,Letitia,Fearnill,3/17/1990,Male,Support,Desktop Support Technician,Headquarters,04-10-16,,Cleveland,Ohio
11-3641234,Jessey,Durrad,05-03-92,Female,Services,Service Tech II,Headquarters,07-01-09,,Cleveland,Ohio
11-3665255,Calley,Capitano,10/23/1986,Female,Training,Trainer II,Headquarters,4/22/2001,,Cleveland,Ohio
11-3666319,Esme,Bluschke,10-04-71,Female,Training,Junior Trainer,Headquarters,6/17/2016,,Cleveland,Ohio
11-3681138,Chancey,Hellis,07-01-89,Male,Engineering,Database Administrator III,Headquarters,8/29/2014,2018-09-30 10:14:16 UTC,Cleveland,Ohio
11-3694445,Denver,Yuryshev,4/19/1989,Male,Sales,Solutions Engineer,Remote,6/21/2012,,Dayton,Ohio
11-3709544,Shem,Bartolomeo,1/24/1974,Male,Engineering,Software Engineer IV,Headquarters,12/14/2011,2022-01-07 05:49:07 UTC,Cleveland,Ohio
11-3768468,Shepard,Howchin,2/23/1990,Female,Legal,Attorney,Remote,11/26/2011,,Evansville,Indiana
11-3782956,Marcos,Goding,09-10-93,Female,Human Resources,Human Resources Analyst,Headquarters,6/22/2012,2029-07-22 02:14:42 UTC,Cleveland,Ohio
11-3789601,Morrie,Patroni,5/15/1983,Female,Accounting,Cost Accountant,Headquarters,03-08-14,,Cleveland,Ohio
11-3808646,Terry,Cadd,12/16/1995,Female,Services,Service Tech II,Headquarters,05-08-13,,Cleveland,Ohio
11-3825603,Karil,Player,1/31/1984,Female,Human Resources,Human Resources Analyst,Remote,12/16/2009,2030-12-19 14:21:39 UTC,Indianapolis,Indiana
11-3860747,Elwin,Buckler,03-12-01,Male,Research and Development,Structural Engineer,Headquarters,9/20/2006,2008-08-14 20:41:26 UTC,Cleveland,Ohio
11-3991094,Vaughn,Gercken,03-07-84,Female,Accounting,Financial Analyst,Headquarters,08-07-16,,Cleveland,Ohio
11-3997856,Nicol,Ecclestone,11-04-99,Female,Engineering,Systems Administrator I,Headquarters,04-01-20,2033-05-25 07:48:20 UTC,Cleveland,Ohio
11-4052401,Merwin,Braxton,7/28/1969,Male,Services,Service Tech II,Headquarters,02-02-08,,Cleveland,Ohio
11-4067176,Alec,Thornally,5/29/1976,Female,Engineering,Web Developer I,Headquarters,6/17/2007,,Cleveland,Ohio
11-4090936,Austen,Troughton,5/29/1979,Female,Business Development,Research Assistant I,Headquarters,9/26/2009,,Cleveland,Ohio
11-4105385,Amandie,Skehan,3/22/1978,Male,Human Resources,Human Resources Analyst II,Remote,8/13/2001,2005-02-15 22:09:05 UTC,Columbus,Ohio
11-4118893,Bowie,Heams,09-11-02,Female,Engineering,Web Developer IV,Headquarters,9/24/2017,2020-05-27 19:37:39 UTC,Cleveland,Ohio
11-4144524,Nikolas,Preto,5/26/1982,Female,Accounting,Staff Accountant IV,Remote,12/23/2009,,London,Kentucky
11-4157234,Osmund,Ecclestone,4/29/1988,Male,Sales,Account Manager,Headquarters,8/25/2017,,Cleveland,Ohio
11-4266228,Ev,Cranshaw,10/25/1974,Female,Business Development,Research Assistant II,Headquarters,12/20/2007,,Cleveland,Ohio
11-4295688,Marcy,McGilben,09-11-77,Male,Accounting,Cost Accountant,Headquarters,02-06-10,2025-02-07 11:22:42 UTC,Cleveland,Ohio
11-4303675,Grady,McFfaden,02-06-75,Male,Human Resources,Human Resources Analyst II,Headquarters,12-01-11,,Cleveland,Ohio
11-4382436,Nefen,Clothier,07-11-82,Female,Human Resources,Human Resources Analyst,Remote,11-07-04,2006-04-15 03:41:53 UTC,Madison,Wisconsin
11-4409284,Dorey,Toffts,4/25/1982,Female,Training,Junior Trainer,Headquarters,3/29/2012,,Cleveland,Ohio
11-4459097,Xylina,Petit,03-05-67,Male,Business Development,Research Assistant II,Headquarters,02-06-02,,Cleveland,Ohio
11-4460403,Ilsa,Spradbery,10/15/1982,Male,Auditing,Internal Auditor,Headquarters,03-04-11,2019-10-06 20:39:55 UTC,Cleveland,Ohio
11-4533891,Gilberte,Bolam,8/15/1995,Female,Services,Service Tech,Remote,12/17/2003,2008-02-06 04:13:43 UTC,Detroit,Michigan
11-4592071,Calla,Navarre,7/16/1989,Male,Accounting,Staff Accountant I,Remote,1/29/2012,,Philadelphia,Pennsylvania
11-4608411,Felix,Beardall,8/18/2002,Male,Human Resources,Human Resources Assistant I,Headquarters,07-01-08,,Cleveland,Ohio
11-4627516,Charles,Malser,12-11-84,Male,Services,Service Tech,Remote,04-05-15,,Erie,Pennsylvania
11-4704450,Bev,Yarnall,05-10-91,Female,Business Development,Research Assistant I,Headquarters,11/23/2012,,Cleveland,Ohio
11-4704937,Madalyn,Strongitharm,11-11-70,Female,Training,Trainer I,Headquarters,04-03-09,,Cleveland,Ohio
11-4714102,Shanan,Willgoose,01-05-95,Male,Accounting,Senior Cost Accountant,Remote,2/15/2004,,Cincinnati,Ohio
11-4844336,Tobe,Skingley,1/21/1995,Male,Sales,Account Manager,Remote,12-02-08,,Madison,Wisconsin
11-4903729,Kaylee,Misken,11/13/1981,Female,Sales,Customer Success Manager,Headquarters,05-07-07,,Cleveland,Ohio
11-4911960,Berenice,Birkby,11/20/1991,Non-Conforming,Business Development,Business Analyst,Remote,8/31/2016,,Allentown,Pennsylvania
11-4977117,Yvette,Golda,07-06-91,Female,Training,Trainer I,Headquarters,05-05-05,,Cleveland,Ohio
11-4984027,Marsiella,Dmitriev,4/14/1975,Female,Engineering,Software Engineer I,Headquarters,02-10-19,,Cleveland,Ohio
11-5064017,Scarlet,Warrillow,10-11-85,Female,Training,Junior Trainer,Headquarters,12/24/2014,,Cleveland,Ohio
11-5082913,Delinda,Ovill,04-09-79,Male,Support,Desktop Support Technician,Remote,5/19/2014,,Philadelphia,Pennsylvania
11-5192584,Puff,Barthropp,02-07-69,Male,Accounting,Cost Accountant,Remote,03-04-16,,Springfield,Illinois
11-5197257,Laurens,Law,04-07-74,Male,Accounting,Budget/Accounting Analyst IV,Headquarters,12-10-20,,Cleveland,Ohio
11-5326343,Tatiania,Vyse,6/28/1978,Female,Support,Help Desk Technician,Headquarters,4/21/2018,,Cleveland,Ohio
11-5369055,Brietta,Lamshead,02-11-83,Female,Accounting,Staff Accountant IV,Headquarters,01-10-07,,Cleveland,Ohio
11-5406905,Adelina,Fosberry,12-05-01,Male,Engineering,Senior Developer,Headquarters,03-10-19,,Cleveland,Ohio
11-5447645,Rockwell,Rowena,12-09-96,Female,Engineering,Programmer III,Remote,10-05-15,,Grand Rapids,Michigan
11-5495291,Merrel,Tinmouth,6/26/1997,Female,Training,Content Developer,Headquarters,10-08-17,2018-06-09 16:31:42 UTC,Cleveland,Ohio
11-5509813,George,Bakesef,12-06-68,Female,Services,Service Coordinator,Remote,06-02-18,,Springfield,Illinois
11-5519836,Golda,Espinosa,12/19/1975,Male,Engineering,Business Systems Development Analyst,Remote,3/17/2013,,Canton,Ohio
11-5529346,Luelle,Finlay,12/30/1983,Male,Engineering,Computer Systems Analyst IV,Headquarters,3/21/2012,,Cleveland,Ohio
11-5560385,Cirillo,Chasle,6/23/1978,Male,Engineering,Software Consultant,Headquarters,1/27/2016,2029-07-17 13:56:26 UTC,Cleveland,Ohio
11-5593955,Cobbie,Towl,8/13/1997,Male,Accounting,Cost Accountant,Headquarters,10/27/2018,,Cleveland,Ohio
11-5603970,Allene,Flemmich,05-01-00,Male,Engineering,Software Consultant,Headquarters,12-07-06,2020-06-16 02:50:36 UTC,Cleveland,Ohio
11-5665145,Madeleine,Fussen,8/31/2000,Female,Support,Help Desk Operator,Headquarters,3/31/2009,,Cleveland,Ohio
11-5716572,Zabrina,Radke,1/15/1984,Male,Sales,Relationshiop Manager,Headquarters,05-03-09,,Cleveland,Ohio
11-5716594,Pauly,Alywin,2/14/1983,Male,Human Resources,Human Resources Analyst II,Headquarters,05-02-07,,Cleveland,Ohio
11-5729776,Caren,Alloway,6/18/1997,Male,Engineering,Analyst Programmer,Remote,3/18/2005,,Erie,Pennsylvania
11-5861898,Matteo,Minett,12-09-00,Male,Services,Service Tech II,Headquarters,11/23/2010,,Cleveland,Ohio
11-5866572,Merell,Tuffley,8/19/1996,Male,Support,Help Desk Operator,Remote,08-08-16,,Indianapolis,Indiana
11-5905086,Leopold,Cox,10-10-88,Male,Sales,Relationshiop Manager,Headquarters,6/15/2007,,Cleveland,Ohio
11-5910416,Kenton,Delahunt,6/14/2001,Female,Services,Service Tech III,Headquarters,02-09-13,,Cleveland,Ohio
11-5929994,Morris,Goldsbury,9/23/1995,Male,Accounting,Accounting Assistant IV,Headquarters,11/16/2002,,Cleveland,Ohio
11-6014369,Charline,Jedrzejewicz,08-06-81,Male,Accounting,Budget/Accounting Analyst III,Headquarters,11/25/2013,,Cleveland,Ohio
11-6037196,Reider,Stetlye,1/24/1995,Female,Services,Service Manager,Headquarters,06-10-17,,Cleveland,Ohio
11-6100605,Arnoldo,Allabush,02-11-92,Female,Training,Junior Trainer,Remote,12/26/2005,,Louisville,Kentucky
11-6129751,Prissie,Jubert,3/22/1987,Female,Training,Assistant Trainer,Headquarters,07-04-18,,Cleveland,Ohio
11-6136323,Wallis,Hartigan,1/15/1994,Female,Engineering,Software Test Engineer II,Remote,5/30/2004,,Indianapolis,Indiana
11-6152639,Paolo,Geerdts,07-04-96,Female,Engineering,Software Consultant,Headquarters,5/20/2007,,Cleveland,Ohio
11-6199042,Ruby,Pirrie,7/28/1996,Male,Services,Service Tech II,Headquarters,7/18/2005,2025-04-14 02:42:15 UTC,Cleveland,Ohio
11-6220694,Lenette,Pheby,9/20/1967,Female,Human Resources,Human Resources Analyst II,Headquarters,4/18/2017,,Cleveland,Ohio
11-6301317,Alexei,Jeannenet,03-11-85,Female,Services,Service Tech,Remote,3/22/2006,2011-12-23 06:02:21 UTC,Columbus,Ohio
11-6360612,Dud,Meus,11/17/1972,Female,Services,Service Tech III,Headquarters,01-09-04,2013-05-13 22:29:14 UTC,Cleveland,Ohio
11-6458782,Dominga,Tivnan,12/19/1982,Male,Engineering,Software Test Engineer III,Headquarters,10-12-08,2028-03-21 05:25:47 UTC,Cleveland,Ohio
11-6464285,Brew,Guare,04-09-82,Female,Research and Development,Quality Control Specialist,Headquarters,10/14/2010,,Cleveland,Ohio
11-6516741,Filippa,Normanvell,06-10-79,Female,Business Development,Research Assistant II,Remote,12/20/2019,,Bloomington,Indiana
11-6609764,Ruperta,Rambaut,8/26/1986,Female,Accounting,Financial Analyst,Remote,10/20/2003,2004-01-30 18:07:41 UTC,Columbus,Ohio
11-6687042,Heinrik,Gunningham,4/21/1967,Male,Services,Service Tech III,Headquarters,8/23/2001,,Cleveland,Ohio
11-6823797,Efrem,Bolley,10-12-80,Male,Training,Trainer III,Headquarters,8/15/2016,,Cleveland,Ohio
11-7001776,Marget,Cancellario,03-10-86,Female,Engineering,Programmer Analyst I,Headquarters,10/16/2017,,Cleveland,Ohio
11-7019915,Maris,Macrow,11/29/1970,Male,Training,Administrative Assistant I,Headquarters,02-04-15,,Cleveland,Ohio
11-7215671,Annmarie,Milmore,6/25/1993,Female,Sales,Relationshiop Manager,Remote,3/28/2015,2032-10-06 07:35:57 UTC,Chicago,Illinois
11-7245108,Harcourt,Giovanizio,12/24/1968,Male,Engineering,Systems Administrator III,Headquarters,11/14/2005,,Cleveland,Ohio
11-7379552,Ky,Dawidowsky,06-06-69,Female,Legal,Administrative Assistant,Headquarters,05-03-01,,Cleveland,Ohio
11-7428907,Colet,Grushin,6/20/1973,Female,Business Development,Business Analyst,Headquarters,05-11-19,,Cleveland,Ohio
11-7476993,Gal,Brettle,11/23/1992,Female,Business Development,Research Assistant II,Remote,10/28/2009,,Wilkes Barre,Pennsylvania
11-7485876,Esra,Marriage,4/27/1983,Female,Engineering,Business Systems Development Analyst,Headquarters,06-02-08,,Cleveland,Ohio
11-7516158,Amory,Mearns,4/22/1998,Male,Engineering,Data Visualization Specialist,Headquarters,9/22/2016,,Cleveland,Ohio
11-7556681,Adolph,Fehners,1/28/1972,Male,Training,Training Manager,Headquarters,08-05-13,,Cleveland,Ohio
11-7579277,Sonni,Sponer,10/17/1991,Male,Engineering,Programmer Analyst I,Remote,12/27/2006,,Indianapolis,Indiana
11-7633515,Abran,Hardy,5/31/1976,Female,Business Development,Business Analyst,Remote,4/22/2001,,Cincinnati,Ohio
11-7662916,Layney,Kenion,1/18/1982,Male,Accounting,Tax Accountant,Headquarters,10-07-12,,Cleveland,Ohio
11-7670032,Marietta,Anear,8/29/1972,Male,Engineering,Data Visualization Specialist,Headquarters,12/29/2004,,Cleveland,Ohio
11-7704711,Idell,Espadate,10/19/1976,Male,Business Development,Business Analyst,Headquarters,9/18/2013,,Cleveland,Ohio
11-7707187,Saw,Crucetti,07-02-80,Male,Sales,Relationshiop Manager,Headquarters,5/14/2010,2025-07-09 01:52:10 UTC,Cleveland,Ohio
11-7716465,Jaimie,Mathews,02-03-92,Female,Accounting,Tax Accountant,Remote,01-08-08,,Anderson,Indiana
11-7782551,Lyndsey,Crottagh,6/19/2002,Male,Accounting,Staff Accountant I,Remote,03-09-09,,Pittsburgh,Pennsylvania
11-7782984,Ettie,Szubert,1/15/2001,Male,Engineering,Data Coordiator,Remote,11-06-06,,Philadelphia,Pennsylvania
11-7812647,Bonnie,Madeley,5/18/1993,Male,Human Resources,HR Manager,Headquarters,9/24/2006,,Cleveland,Ohio
11-7843861,Mohammed,Stanbridge,03-11-94,Female,Engineering,Analyst Programmer,Headquarters,05-06-04,,Cleveland,Ohio
11-7849031,Meg,Teale,11-12-67,Non-Conforming,Engineering,Database Administrator I,Headquarters,07-08-10,,Cleveland,Ohio
11-7853104,Bamby,Loidl,12-06-98,Male,Human Resources,Recruiter,Headquarters,10/13/2017,,Cleveland,Ohio
11-7864987,Herman,Redrup,06-02-88,Male,Support,Help Desk Technician,Headquarters,10/24/2008,2011-05-28 13:25:19 UTC,Cleveland,Ohio
11-7890755,Clarinda,Hodjetts,01-03-75,Male,Support,Desktop Support Technician,Headquarters,10/13/2008,,Cleveland,Ohio
11-7908280,Ainslie,Lagne,5/19/1975,Male,Sales,Account Manager,Remote,6/23/2016,,Peoria,Illinois
11-7994881,Malynda,Matuszinski,09-03-68,Male,Accounting,Budget/Accounting Analyst I,Headquarters,05-08-10,,Cleveland,Ohio
11-8109288,Allys,Nekrews,5/24/1967,Female,Engineering,Web Developer III,Headquarters,7/16/2004,,Cleveland,Ohio
11-8146755,Hilarius,Gerholz,7/25/1989,Male,Human Resources,Human Resources Analyst,Headquarters,11/26/2000,,Cleveland,Ohio
11-8149905,Selestina,Bownd,3/30/1998,Female,Human Resources,HR Manager,Headquarters,05-09-10,,Cleveland,Ohio
11-8266723,Quinlan,Mantle,5/23/1998,Female,Services,Service Tech III,Headquarters,11/14/2002,,Cleveland,Ohio
11-8417383,Ingelbert,Best,5/30/1975,Female,Accounting,Accounting Assistant I,Headquarters,12/14/2004,,Cleveland,Ohio
11-8429930,Antoine,Oakden,5/15/1970,Male,Research and Development,Quality Control Specialist,Headquarters,8/18/2019,,Cleveland,Ohio
11-8485392,Hercules,Studders,4/18/1995,Male,Training,Assistant Trainer,Headquarters,08-09-06,,Cleveland,Ohio
11-8499841,Della,Mealing,4/19/1966,Female,Accounting,Budget/Accounting Analyst IV,Headquarters,7/20/2016,,Cleveland,Ohio
11-8522797,Fredric,Paz,11/18/1966,Male,Engineering,Programmer Analyst IV,Headquarters,5/19/2004,,Cleveland,Ohio
11-8566289,Townsend,Geering,7/21/1993,Female,Support,Desktop Support Technician,Headquarters,9/18/2004,,Cleveland,Ohio
11-8627402,Liane,Seton,9/23/1972,Female,Accounting,Payment Adjustment Coordinator,Remote,2/24/2007,,Warren,Ohio
11-8679677,Fawnia,Remirez,10-06-74,Female,Engineering,Database Administrator IV,Remote,1/22/2001,,Detroit,Michigan
11-8794158,Clifford,Bolletti,07-10-90,Female,Business Development,Research Assistant II,Headquarters,09-07-20,2024-09-11 00:21:54 UTC,Cleveland,Ohio
11-8901606,Kerk,Brekonridge,12-05-98,Female,Engineering,Software Consultant,Remote,8/27/2007,2014-04-30 09:25:43 UTC,Louisville,Kentucky
11-8941836,Tonye,Beggi,02-05-82,Male,Engineering,Database Administrator IV,Headquarters,2/19/2003,,Cleveland,Ohio
11-8952320,Delinda,Leedal,01-07-73,Male,Services,Service Tech III,Remote,6/25/2003,,Terre Haute,Indiana
11-9010080,Travis,Davidovic,06-02-66,Female,Engineering,Senior Developer,Headquarters,6/30/2002,,Cleveland,Ohio
11-9069229,Merlina,Wilstead,8/16/1969,Female,Product Management,Project Manager,Headquarters,5/18/2015,,Cleveland,Ohio
11-9176854,Rutger,Goldie,2/15/1971,Female,Services,Service Tech III,Headquarters,02-04-20,2031-06-05 21:58:12 UTC,Cleveland,Ohio
11-9208920,Pearce,Mcasparan,07-12-74,Male,Engineering,Business Systems Development Analyst,Headquarters,01-09-16,,Cleveland,Ohio
11-9230233,Cassie,Cashen,08-08-85,Non-Conforming,Services,Service Coordinator,Headquarters,6/17/2005,2007-10-06 05:23:30 UTC,Cleveland,Ohio
11-9240684,Gregory,Wilbraham,9/16/1979,Male,Accounting,Budget/Accounting Analyst IV,Headquarters,12-11-15,,Cleveland,Ohio
11-9260871,Terrye,Pietesch,10-07-83,Male,Training,Trainer I,Headquarters,11-04-17,,Cleveland,Ohio
11-9269656,Laurel,Hasselby,09-01-95,Female,Human Resources,Human Resources Assistant III,Headquarters,11-09-02,,Cleveland,Ohio
11-9305049,Faythe,Meadmore,12/22/1997,Male,Research and Development,Chief Design Engineer,Headquarters,05-05-09,,Cleveland,Ohio
11-9462699,Emelina,Sumers,8/28/1988,Male,Human Resources,Senior Recruiter,Headquarters,9/18/2010,,Cleveland,Ohio
11-9628359,Sondra,Bauser,12-04-87,Male,Engineering,Web Developer II,Headquarters,6/20/2005,,Cleveland,Ohio
11-9647226,Karil,Lesslie,8/28/1979,Female,Accounting,Administrative Officer,Remote,3/25/2004,,Fort Wayne,Indiana
11-9669829,Una,Cosans,1/29/1987,Female,Services,Service Tech II,Remote,03-09-08,,Erie,Pennsylvania
11-9741933,Mile,Tomkys,4/22/1984,Male,Accounting,Budget/Accounting Analyst II,Headquarters,08-06-08,2022-09-19 07:53:56 UTC,Cleveland,Ohio
11-9840254,Lisa,Mackrell,12-05-75,Female,Services,Service Tech,Remote,05-12-01,,Milwaukee,Wisconsin
11-9842435,Grace,Acory,12-02-92,Male,Services,Service Tech,Headquarters,10-03-19,,Cleveland,Ohio
11-9899377,Correy,Giacomoni,3/19/1990,Male,Services,Service Tech III,Remote,12/21/2002,,Detroit,Michigan
11-9984274,Cherida,Nutty,10-02-95,Male,Business Development,Research Assistant II,Remote,09-10-01,,Milwaukee,Wisconsin
12-0035007,Willdon,Gribbell,3/15/1990,Female,Engineering,Research Assistant III,Headquarters,8/14/2014,,Cleveland,Ohio
12-0049978,Zandra,Snalum,7/30/1969,Male,Engineering,Programmer Analyst II,Headquarters,03-06-06,,Cleveland,Ohio
12-0137994,Jimmy,Duffin,11/15/1977,Male,Training,Assistant Trainer,Remote,10/14/2006,2023-04-21 07:18:02 UTC,Chicago,Illinois
12-0163589,Eolande,Gimbrett,4/20/1994,Female,Accounting,Budget/Accounting Analyst II,Headquarters,01-12-07,,Cleveland,Ohio
12-0165371,Tessa,Timberlake,9/16/1994,Female,Accounting,Staff Accountant III,Headquarters,10/28/2005,2010-12-01 10:54:22 UTC,Cleveland,Ohio
